id_grupo;data_assembleia;tipo_lance;percentual_lance;valor_lance;qtd_contemplados
100;2023-11-15;Lance Fixo;30;7500.00;1
100;2023-12-15;Lance Livre;91.68;22920.00;1
100;2023-12-15;Lance Embutido;82.11;20527.50;1
100;2023-12-15;Lance Fixo;30;7500.00;1
100;2024-01-15;Lance Livre;72.2;18050.00;1
100;2024-01-15;Lance Embutido;74.53;18632.50;2
100;2024-01-15;Lance Fixo;30;7500.00;3
100;2024-02-15;Lance Livre;74.36;18590.00;3
100;2024-02-15;Lance Embutido;65.78;16445.00;2
100;2024-02-15;Lance Fixo;30;7500.00;3
100;2024-03-15;Lance Livre;72.95;18237.50;3
100;2024-03-15;Lance Embutido;59.1;14775.00;1
100;2024-03-15;Lance Fixo;30;7500.00;2
100;2024-04-15;Lance Livre;57.29;14322.50;2
100;2024-04-15;Lance Embutido;69.48;17370.00;2
100;2024-04-15;Lance Fixo;30;7500.00;1
100;2024-05-15;Lance Livre;66.76;16690.00;1
100;2024-05-15;Lance Embutido;68.96;17240.00;3
100;2024-05-15;Lance Fixo;30;7500.00;3
100;2024-06-15;Lance Livre;57.29;14322.50;3
100;2024-06-15;Lance Embutido;64.2;16050.00;3
100;2024-06-15;Lance Fixo;30;7500.00;2
100;2024-07-15;Lance Livre;59.06;14765.00;1
100;2024-07-15;Lance Embutido;60.98;15245.00;3
100;2024-07-15;Lance Fixo;30;7500.00;1
100;2024-08-15;Lance Livre;59.05;14762.50;2
100;2024-08-15;Lance Embutido;71.19;17797.50;2
100;2024-08-15;Lance Fixo;30;7500.00;1
100;2024-09-15;Lance Livre;73.1;21016.25;3
100;2024-09-15;Lance Embutido;74.81;21507.87;2
100;2024-09-15;Lance Fixo;30;8625.00;1
100;2024-10-15;Lance Livre;49.52;14237.00;5
100;2024-10-15;Lance Embutido;56.42;16220.75;5
100;2024-10-15;Lance Fixo;30;8625.00;2
100;2024-11-15;Lance Livre;55.77;16033.88;5
100;2024-11-15;Lance Embutido;49.22;14150.75;2
100;2024-11-15;Lance Fixo;30;8625.00;2
100;2024-12-15;Lance Livre;59.4;17077.50;4
100;2024-12-15;Lance Embutido;53.73;15447.37;2
100;2024-12-15;Lance Fixo;30;8625.00;3
100;2025-01-15;Lance Livre;49.05;14101.87;5
100;2025-01-15;Lance Embutido;55.41;15930.37;4
100;2025-01-15;Lance Fixo;30;8625.00;1
100;2025-02-15;Lance Livre;50.88;14628.00;5
100;2025-02-15;Lance Embutido;56.3;16186.25;2
100;2025-02-15;Lance Fixo;30;8625.00;2
100;2025-03-15;Lance Livre;51.28;14743.00;2
100;2025-03-15;Lance Embutido;56;16100.00;3
100;2025-03-15;Lance Fixo;30;8625.00;3
100;2025-04-15;Lance Livre;49.14;14127.75;5
100;2025-04-15;Lance Embutido;53.94;15507.75;3
100;2025-04-15;Lance Fixo;30;8625.00;2
100;2025-05-15;Lance Livre;57.97;16666.37;5
100;2025-05-15;Lance Embutido;48.57;13963.87;5
100;2025-05-15;Lance Fixo;30;8625.00;3
100;2025-06-15;Lance Livre;59.46;17094.75;2
100;2025-06-15;Lance Embutido;48.53;13952.37;2
100;2025-06-15;Lance Fixo;30;8625.00;2
100;2025-07-15;Lance Livre;54.05;15539.37;3
100;2025-07-15;Lance Embutido;49.23;14153.62;2
100;2025-07-15;Lance Fixo;30;8625.00;3
100;2025-08-15;Lance Livre;52.83;15188.62;5
100;2025-08-15;Lance Embutido;48.1;13828.75;3
100;2025-08-15;Lance Fixo;30;8625.00;3
100;2025-09-15;Lance Livre;51.8;17126.37;2
100;2025-09-15;Lance Embutido;59.89;19801.13;5
100;2025-09-15;Lance Fixo;30;9918.75;2
101;2023-10-15;Lance Livre;88.86;22215.00;1
101;2023-10-15;Lance Embutido;76.13;19032.50;1
101;2023-10-15;Lance Fixo;30;7500.00;1
101;2023-11-15;Lance Livre;83.62;20905.00;1
101;2023-11-15;Lance Embutido;78.19;19547.50;1
101;2023-11-15;Lance Fixo;30;7500.00;1
101;2023-12-15;Lance Livre;79.66;19915.00;1
101;2023-12-15;Lance Embutido;88.99;22247.50;1
101;2023-12-15;Lance Fixo;30;7500.00;1
101;2024-01-15;Lance Livre;72.78;18195.00;3
101;2024-01-15;Lance Embutido;59.26;14815.00;1
101;2024-01-15;Lance Fixo;30;7500.00;3
101;2024-02-15;Lance Livre;69.87;17467.50;1
101;2024-02-15;Lance Embutido;68.26;17065.00;1
101;2024-02-15;Lance Fixo;30;7500.00;2
101;2024-03-15;Lance Livre;70.75;17687.50;1
101;2024-03-15;Lance Embutido;66.96;16740.00;2
101;2024-03-15;Lance Fixo;30;7500.00;1
101;2024-04-15;Lance Livre;65.28;16320.00;1
101;2024-04-15;Lance Embutido;59.67;14917.50;1
101;2024-04-15;Lance Fixo;30;7500.00;3
101;2024-05-15;Lance Livre;73.41;18352.50;3
101;2024-05-15;Lance Embutido;62.32;15580.00;2
101;2024-05-15;Lance Fixo;30;7500.00;1
101;2024-06-15;Lance Livre;73.69;18422.50;2
101;2024-06-15;Lance Embutido;63.69;15922.50;1
101;2024-06-15;Lance Fixo;30;7500.00;1
101;2024-07-15;Lance Livre;54.98;13745.00;1
101;2024-07-15;Lance Embutido;66.84;16710.00;2
101;2024-07-15;Lance Fixo;30;7500.00;3
101;2024-08-15;Lance Livre;57.11;14277.50;2
101;2024-08-15;Lance Embutido;72.62;18155.00;1
101;2024-08-15;Lance Fixo;30;7500.00;3
101;2024-09-15;Lance Livre;61.08;17560.50;3
101;2024-09-15;Lance Embutido;65.01;18690.37;2
101;2024-09-15;Lance Fixo;30;8625.00;3
101;2024-10-15;Lance Livre;49.52;14237.00;5
101;2024-10-15;Lance Embutido;48.41;13917.87;4
101;2024-10-15;Lance Fixo;30;8625.00;2
101;2024-11-15;Lance Livre;50.73;14584.87;4
101;2024-11-15;Lance Embutido;49.23;14153.62;2
101;2024-11-15;Lance Fixo;30;8625.00;3
101;2024-12-15;Lance Livre;54.5;15668.75;4
101;2024-12-15;Lance Embutido;48.31;13889.12;2
101;2024-12-15;Lance Fixo;30;8625.00;3
101;2025-01-15;Lance Livre;51.49;14803.37;3
101;2025-01-15;Lance Embutido;55.49;15953.38;5
101;2025-01-15;Lance Fixo;30;8625.00;3
101;2025-02-15;Lance Livre;58.82;16910.75;2
101;2025-02-15;Lance Embutido;48.87;14050.12;4
101;2025-02-15;Lance Fixo;30;8625.00;1
101;2025-03-15;Lance Livre;57.53;16539.88;3
101;2025-03-15;Lance Embutido;49.37;14193.87;2
101;2025-03-15;Lance Fixo;30;8625.00;3
101;2025-04-15;Lance Livre;49.48;14225.50;2
101;2025-04-15;Lance Embutido;50.66;14564.75;4
101;2025-04-15;Lance Fixo;30;8625.00;3
101;2025-05-15;Lance Livre;54.69;15723.37;3
101;2025-05-15;Lance Embutido;58.48;16813.00;5
101;2025-05-15;Lance Fixo;30;8625.00;1
101;2025-06-15;Lance Livre;57.08;16410.50;3
101;2025-06-15;Lance Embutido;49.62;14265.75;3
101;2025-06-15;Lance Fixo;30;8625.00;1
101;2025-07-15;Lance Livre;51.9;14921.25;4
101;2025-07-15;Lance Embutido;59.01;16965.37;4
101;2025-07-15;Lance Fixo;30;8625.00;2
101;2025-08-15;Lance Livre;58.3;16761.25;5
101;2025-08-15;Lance Embutido;55.85;16056.87;2
101;2025-08-15;Lance Fixo;30;8625.00;1
101;2025-09-15;Lance Livre;54.84;18131.47;3
101;2025-09-15;Lance Embutido;58.75;19424.22;3
101;2025-09-15;Lance Fixo;30;9918.75;2
102;2023-10-15;Lance Livre;78.99;19747.50;1
102;2023-10-15;Lance Embutido;93.81;23452.50;1
102;2023-10-15;Lance Fixo;30;7500.00;1
102;2023-11-15;Lance Livre;88.41;22102.50;1
102;2023-11-15;Lance Embutido;78.87;19717.50;1
102;2023-11-15;Lance Fixo;30;7500.00;1
102;2023-12-15;Lance Livre;91.06;22765.00;1
102;2023-12-15;Lance Embutido;84.17;21042.50;1
102;2023-12-15;Lance Fixo;30;7500.00;1
102;2024-01-15;Lance Livre;57.73;14432.50;1
102;2024-01-15;Lance Embutido;68.28;17070.00;3
102;2024-01-15;Lance Fixo;30;7500.00;3
102;2024-02-15;Lance Livre;58.23;14557.50;3
102;2024-02-15;Lance Embutido;66.7;16675.00;2
102;2024-02-15;Lance Fixo;30;7500.00;2
102;2024-03-15;Lance Livre;74.42;18605.00;3
102;2024-03-15;Lance Embutido;55.4;13850.00;2
102;2024-03-15;Lance Fixo;30;7500.00;1
102;2024-04-15;Lance Livre;72.49;18122.50;2
102;2024-04-15;Lance Embutido;58.3;14575.00;3
102;2024-04-15;Lance Fixo;30;7500.00;1
102;2024-05-15;Lance Livre;58.3;14575.00;1
102;2024-05-15;Lance Embutido;73.36;18340.00;1
102;2024-05-15;Lance Fixo;30;7500.00;1
102;2024-06-15;Lance Livre;72.37;18092.50;1
102;2024-06-15;Lance Embutido;69.8;17450.00;1
102;2024-06-15;Lance Fixo;30;7500.00;1
102;2024-07-15;Lance Livre;55.05;13762.50;2
102;2024-07-15;Lance Embutido;58.55;14637.50;3
102;2024-07-15;Lance Fixo;30;7500.00;1
102;2024-08-15;Lance Livre;69.31;17327.50;1
102;2024-08-15;Lance Embutido;72.9;18225.00;2
102;2024-08-15;Lance Fixo;30;7500.00;1
102;2024-09-15;Lance Livre;73.32;21079.50;2
102;2024-09-15;Lance Embutido;59.54;17117.75;1
102;2024-09-15;Lance Fixo;30;8625.00;1
102;2024-10-15;Lance Livre;50.45;14504.38;4
102;2024-10-15;Lance Embutido;48.71;14004.13;3
102;2024-10-15;Lance Fixo;30;8625.00;3
102;2024-11-15;Lance Livre;49.06;14104.75;5
102;2024-11-15;Lance Embutido;50.9;14633.75;3
102;2024-11-15;Lance Fixo;30;8625.00;1
102;2024-12-15;Lance Livre;49.15;14130.62;2
102;2024-12-15;Lance Embutido;53.8;15467.50;4
102;2024-12-15;Lance Fixo;30;8625.00;2
102;2025-01-15;Lance Livre;58.72;16882.00;3
102;2025-01-15;Lance Embutido;54.09;15550.88;2
102;2025-01-15;Lance Fixo;30;8625.00;2
102;2025-02-15;Lance Livre;55.15;15855.62;5
102;2025-02-15;Lance Embutido;59.28;17043.00;2
102;2025-02-15;Lance Fixo;30;8625.00;2
102;2025-03-15;Lance Livre;57.81;16620.38;2
102;2025-03-15;Lance Embutido;54.27;15602.63;4
102;2025-03-15;Lance Fixo;30;8625.00;1
102;2025-04-15;Lance Livre;53.84;15479.00;3
102;2025-04-15;Lance Embutido;57.96;16663.50;4
102;2025-04-15;Lance Fixo;30;8625.00;1
102;2025-05-15;Lance Livre;56.57;16263.87;2
102;2025-05-15;Lance Embutido;51.12;14697.00;2
102;2025-05-15;Lance Fixo;30;8625.00;2
102;2025-06-15;Lance Livre;57.02;16393.25;3
102;2025-06-15;Lance Embutido;59.5;17106.25;4
102;2025-06-15;Lance Fixo;30;8625.00;2
102;2025-07-15;Lance Livre;48.05;13814.37;5
102;2025-07-15;Lance Embutido;52.01;14952.87;2
102;2025-07-15;Lance Fixo;30;8625.00;1
102;2025-08-15;Lance Livre;57.45;16516.88;4
102;2025-08-15;Lance Embutido;49.35;14188.12;4
102;2025-08-15;Lance Fixo;30;8625.00;2
102;2025-09-15;Lance Livre;59.05;19523.41;3
102;2025-09-15;Lance Embutido;56.87;18802.64;5
102;2025-09-15;Lance Fixo;30;9918.75;3
103;2024-08-15;Lance Livre;81.58;20395.00;1
103;2024-08-15;Lance Embutido;83.72;20930.00;1
103;2024-08-15;Lance Fixo;30;7500.00;1
103;2024-09-15;Lance Livre;91.31;22827.50;1
103;2024-09-15;Lance Embutido;93.03;23257.50;1
103;2024-09-15;Lance Fixo;30;7500.00;1
103;2024-10-15;Lance Livre;93.44;23360.00;1
103;2024-10-15;Lance Embutido;78.81;19702.50;1
103;2024-10-15;Lance Fixo;30;7500.00;1
103;2024-11-15;Lance Livre;57.66;14415.00;3
103;2024-11-15;Lance Embutido;61.26;15315.00;3
103;2024-11-15;Lance Fixo;30;7500.00;3
103;2024-12-15;Lance Livre;62.29;15572.50;1
103;2024-12-15;Lance Embutido;72.63;18157.50;1
103;2024-12-15;Lance Fixo;30;7500.00;2
103;2025-01-15;Lance Livre;61.96;15490.00;2
103;2025-01-15;Lance Embutido;73.08;18270.00;3
103;2025-01-15;Lance Fixo;30;7500.00;1
103;2025-02-15;Lance Livre;71.7;17925.00;1
103;2025-02-15;Lance Embutido;60.87;15217.50;3
103;2025-02-15;Lance Fixo;30;7500.00;2
103;2025-03-15;Lance Livre;71.92;17980.00;2
103;2025-03-15;Lance Embutido;62.18;15545.00;3
103;2025-03-15;Lance Fixo;30;7500.00;3
103;2025-04-15;Lance Livre;60.37;15092.50;1
103;2025-04-15;Lance Embutido;63.97;15992.50;1
103;2025-04-15;Lance Fixo;30;7500.00;1
103;2025-05-15;Lance Livre;68.49;17122.50;3
103;2025-05-15;Lance Embutido;63.34;15835.00;3
103;2025-05-15;Lance Fixo;30;7500.00;1
103;2025-06-15;Lance Livre;68.74;17185.00;2
103;2025-06-15;Lance Embutido;55.55;13887.50;3
103;2025-06-15;Lance Fixo;30;7500.00;3
103;2025-07-15;Lance Livre;69.43;19961.13;3
103;2025-07-15;Lance Embutido;64.99;18684.63;2
103;2025-07-15;Lance Fixo;30;8625.00;1
103;2025-08-15;Lance Livre;48.91;14061.63;3
103;2025-08-15;Lance Embutido;52.47;15085.13;5
103;2025-08-15;Lance Fixo;30;8625.00;1
103;2025-09-15;Lance Livre;52.31;15039.13;3
103;2025-09-15;Lance Embutido;58.74;16887.75;2
103;2025-09-15;Lance Fixo;30;8625.00;3
104;2024-08-15;Lance Livre;75.68;18920.00;1
104;2024-08-15;Lance Embutido;85.11;21277.50;1
104;2024-08-15;Lance Fixo;30;7500.00;1
104;2024-09-15;Lance Livre;75.81;18952.50;1
104;2024-09-15;Lance Embutido;80.56;20140.00;1
104;2024-09-15;Lance Fixo;30;7500.00;1
104;2024-10-15;Lance Livre;90.06;22515.00;1
104;2024-10-15;Lance Embutido;84.1;21025.00;1
104;2024-10-15;Lance Fixo;30;7500.00;1
104;2024-11-15;Lance Livre;54.49;13622.50;1
104;2024-11-15;Lance Embutido;71.93;17982.50;1
104;2024-11-15;Lance Fixo;30;7500.00;2
104;2024-12-15;Lance Livre;58.69;14672.50;3
104;2024-12-15;Lance Embutido;67.09;16772.50;1
104;2024-12-15;Lance Fixo;30;7500.00;2
104;2025-01-15;Lance Livre;58.45;14612.50;1
104;2025-01-15;Lance Embutido;61.69;15422.50;2
104;2025-01-15;Lance Fixo;30;7500.00;1
104;2025-02-15;Lance Livre;56.78;14195.00;2
104;2025-02-15;Lance Embutido;64.54;16135.00;1
104;2025-02-15;Lance Fixo;30;7500.00;3
104;2025-03-15;Lance Livre;72.59;18147.50;2
104;2025-03-15;Lance Embutido;57.06;14265.00;3
104;2025-03-15;Lance Fixo;30;7500.00;2
104;2025-04-15;Lance Livre;59.67;14917.50;2
104;2025-04-15;Lance Embutido;66.66;16665.00;1
104;2025-04-15;Lance Fixo;30;7500.00;3
104;2025-05-15;Lance Livre;54.93;13732.50;1
104;2025-05-15;Lance Embutido;61.99;15497.50;3
104;2025-05-15;Lance Fixo;30;7500.00;3
104;2025-06-15;Lance Livre;67.2;16800.00;1
104;2025-06-15;Lance Embutido;61.07;15267.50;2
104;2025-06-15;Lance Fixo;30;7500.00;3
104;2025-07-15;Lance Livre;72.58;20866.75;3
104;2025-07-15;Lance Embutido;58.48;16813.00;1
104;2025-07-15;Lance Fixo;30;8625.00;3
104;2025-08-15;Lance Livre;55.94;16082.75;5
104;2025-08-15;Lance Embutido;53.31;15326.63;4
104;2025-08-15;Lance Fixo;30;8625.00;1
104;2025-09-15;Lance Livre;48.18;13851.75;5
104;2025-09-15;Lance Embutido;54.8;15755.00;2
104;2025-09-15;Lance Fixo;30;8625.00;2
105;2024-08-15;Lance Livre;84.09;21022.50;1
105;2024-08-15;Lance Embutido;82.83;20707.50;1
105;2024-08-15;Lance Fixo;30;7500.00;1
105;2024-09-15;Lance Livre;93.86;23465.00;1
105;2024-09-15;Lance Embutido;84.47;21117.50;1
105;2024-09-15;Lance Fixo;30;7500.00;1
105;2024-10-15;Lance Livre;85.94;21485.00;1
105;2024-10-15;Lance Embutido;88.23;22057.50;1
105;2024-10-15;Lance Fixo;30;7500.00;1
105;2024-11-15;Lance Livre;58.12;14530.00;2
105;2024-11-15;Lance Embutido;67.73;16932.50;1
105;2024-11-15;Lance Fixo;30;7500.00;1
105;2024-12-15;Lance Livre;60.82;15205.00;3
105;2024-12-15;Lance Embutido;68.94;17235.00;2
105;2024-12-15;Lance Fixo;30;7500.00;3
105;2025-01-15;Lance Livre;56.74;14185.00;1
105;2025-01-15;Lance Embutido;55.69;13922.50;1
105;2025-01-15;Lance Fixo;30;7500.00;3
105;2025-02-15;Lance Livre;64.17;16042.50;1
105;2025-02-15;Lance Embutido;69.13;17282.50;3
105;2025-02-15;Lance Fixo;30;7500.00;2
105;2025-03-15;Lance Livre;70.36;17590.00;3
105;2025-03-15;Lance Embutido;74;18500.00;1
105;2025-03-15;Lance Fixo;30;7500.00;1
105;2025-04-15;Lance Livre;65.49;16372.50;1
105;2025-04-15;Lance Embutido;60.93;15232.50;3
105;2025-04-15;Lance Fixo;30;7500.00;1
105;2025-05-15;Lance Livre;57.67;14417.50;3
105;2025-05-15;Lance Embutido;61.82;15455.00;3
105;2025-05-15;Lance Fixo;30;7500.00;1
105;2025-06-15;Lance Livre;69.73;17432.50;3
105;2025-06-15;Lance Embutido;74.32;18580.00;3
105;2025-06-15;Lance Fixo;30;7500.00;2
105;2025-07-15;Lance Livre;67.02;19268.25;1
105;2025-07-15;Lance Embutido;60.45;17379.38;2
105;2025-07-15;Lance Fixo;30;8625.00;3
105;2025-08-15;Lance Livre;53.39;15349.63;3
105;2025-08-15;Lance Embutido;48.11;13831.63;2
105;2025-08-15;Lance Fixo;30;8625.00;1
105;2025-09-15;Lance Livre;53.02;15243.25;3
105;2025-09-15;Lance Embutido;49.14;14127.75;2
105;2025-09-15;Lance Fixo;30;8625.00;2
106;2025-01-15;Lance Livre;78.21;19552.50;1
106;2025-01-15;Lance Embutido;85.68;21420.00;1
106;2025-01-15;Lance Fixo;30;7500.00;1
106;2025-02-15;Lance Livre;80.28;20070.00;1
106;2025-02-15;Lance Embutido;84.02;21005.00;1
106;2025-02-15;Lance Fixo;30;7500.00;1
106;2025-03-15;Lance Livre;78.03;19507.50;1
106;2025-03-15;Lance Embutido;76.87;19217.50;1
106;2025-03-15;Lance Fixo;30;7500.00;1
106;2025-04-15;Lance Livre;63.35;15837.50;3
106;2025-04-15;Lance Embutido;72.8;18200.00;2
106;2025-04-15;Lance Fixo;30;7500.00;3
106;2025-05-15;Lance Livre;70.6;17650.00;3
106;2025-05-15;Lance Embutido;55.53;13882.50;2
106;2025-05-15;Lance Fixo;30;7500.00;2
106;2025-06-15;Lance Livre;73.8;18450.00;2
106;2025-06-15;Lance Embutido;64.91;16227.50;2
106;2025-06-15;Lance Fixo;30;7500.00;1
106;2025-07-15;Lance Livre;67.09;16772.50;3
106;2025-07-15;Lance Embutido;73.74;18435.00;1
106;2025-07-15;Lance Fixo;30;7500.00;2
106;2025-08-15;Lance Livre;67.92;16980.00;2
106;2025-08-15;Lance Embutido;70.55;17637.50;1
106;2025-08-15;Lance Fixo;30;7500.00;2
106;2025-09-15;Lance Livre;70.25;17562.50;2
106;2025-09-15;Lance Embutido;72.46;18115.00;3
106;2025-09-15;Lance Fixo;30;7500.00;3
107;2025-01-15;Lance Livre;78.86;19715.00;1
107;2025-01-15;Lance Embutido;86.01;21502.50;1
107;2025-01-15;Lance Fixo;30;7500.00;1
107;2025-02-15;Lance Livre;80.02;20005.00;1
107;2025-02-15;Lance Embutido;82.06;20515.00;1
107;2025-02-15;Lance Fixo;30;7500.00;1
107;2025-03-15;Lance Livre;81.67;20417.50;1
107;2025-03-15;Lance Embutido;86.97;21742.50;1
107;2025-03-15;Lance Fixo;30;7500.00;1
107;2025-04-15;Lance Livre;61.96;15490.00;3
107;2025-04-15;Lance Embutido;65.94;16485.00;2
107;2025-04-15;Lance Fixo;30;7500.00;2
107;2025-05-15;Lance Livre;67.18;16795.00;2
107;2025-05-15;Lance Embutido;63.22;15805.00;1
107;2025-05-15;Lance Fixo;30;7500.00;1
107;2025-06-15;Lance Livre;59.12;14780.00;3
107;2025-06-15;Lance Embutido;63.88;15970.00;2
107;2025-06-15;Lance Fixo;30;7500.00;1
107;2025-07-15;Lance Livre;55.25;13812.50;3
107;2025-07-15;Lance Embutido;70.71;17677.50;2
107;2025-07-15;Lance Fixo;30;7500.00;1
107;2025-08-15;Lance Livre;62.91;15727.50;1
107;2025-08-15;Lance Embutido;70.05;17512.50;2
107;2025-08-15;Lance Fixo;30;7500.00;1
107;2025-09-15;Lance Livre;54.32;13580.00;3
107;2025-09-15;Lance Embutido;74.99;18747.50;2
107;2025-09-15;Lance Fixo;30;7500.00;3
108;2025-01-15;Lance Livre;92.87;23217.50;1
108;2025-01-15;Lance Embutido;86.93;21732.50;1
108;2025-01-15;Lance Fixo;30;7500.00;1
108;2025-02-15;Lance Livre;86.45;21612.50;1
108;2025-02-15;Lance Embutido;94.88;23720.00;1
108;2025-02-15;Lance Fixo;30;7500.00;1
108;2025-03-15;Lance Livre;84.64;21160.00;1
108;2025-03-15;Lance Embutido;81.84;20460.00;1
108;2025-03-15;Lance Fixo;30;7500.00;1
108;2025-04-15;Lance Livre;61.36;15340.00;2
108;2025-04-15;Lance Embutido;64.97;16242.50;3
108;2025-04-15;Lance Fixo;30;7500.00;2
108;2025-05-15;Lance Livre;58.57;14642.50;2
108;2025-05-15;Lance Embutido;68.73;17182.50;2
108;2025-05-15;Lance Fixo;30;7500.00;3
108;2025-06-15;Lance Livre;57.84;14460.00;2
108;2025-06-15;Lance Embutido;60.28;15070.00;3
108;2025-06-15;Lance Fixo;30;7500.00;2
108;2025-07-15;Lance Livre;65.06;16265.00;1
108;2025-07-15;Lance Embutido;66.24;16560.00;2
108;2025-07-15;Lance Fixo;30;7500.00;3
108;2025-08-15;Lance Livre;61.85;15462.50;3
108;2025-08-15;Lance Embutido;55.68;13920.00;1
108;2025-08-15;Lance Fixo;30;7500.00;2
108;2025-09-15;Lance Livre;66.98;16745.00;2
108;2025-09-15;Lance Embutido;74.57;18642.50;2
108;2025-09-15;Lance Fixo;30;7500.00;1
109;2022-06-15;Lance Livre;79.79;27926.50;1
109;2022-06-15;Lance Embutido;76.78;26873.00;1
109;2022-06-15;Lance Fixo;30;10500.00;1
109;2022-07-15;Lance Livre;92.64;32424.00;1
109;2022-07-15;Lance Embutido;90.08;31528.00;1
109;2022-07-15;Lance Fixo;30;10500.00;1
109;2022-08-15;Lance Livre;88.85;31097.50;1
109;2022-08-15;Lance Embutido;85.43;29900.50;1
109;2022-08-15;Lance Fixo;30;10500.00;1
109;2022-09-15;Lance Livre;60.48;21168.00;3
109;2022-09-15;Lance Embutido;72.59;25406.50;1
109;2022-09-15;Lance Fixo;30;10500.00;3
109;2022-10-15;Lance Livre;54.29;19001.50;1
109;2022-10-15;Lance Embutido;69.41;24293.50;3
109;2022-10-15;Lance Fixo;30;10500.00;2
109;2022-11-15;Lance Livre;55.36;19376.00;1
109;2022-11-15;Lance Embutido;72.52;25382.00;2
109;2022-11-15;Lance Fixo;30;10500.00;2
109;2022-12-15;Lance Livre;71;24850.00;2
109;2022-12-15;Lance Embutido;56.7;19845.00;2
109;2022-12-15;Lance Fixo;30;10500.00;2
109;2023-01-15;Lance Livre;68.62;24017.00;1
109;2023-01-15;Lance Embutido;62.06;21721.00;2
109;2023-01-15;Lance Fixo;30;10500.00;2
109;2023-02-15;Lance Livre;60.71;21248.50;2
109;2023-02-15;Lance Embutido;55.69;19491.50;3
109;2023-02-15;Lance Fixo;30;10500.00;1
109;2023-03-15;Lance Livre;57.82;20237.00;3
109;2023-03-15;Lance Embutido;54.36;19026.00;3
109;2023-03-15;Lance Fixo;30;10500.00;1
109;2023-04-15;Lance Livre;64.07;22424.50;1
109;2023-04-15;Lance Embutido;62.72;21952.00;2
109;2023-04-15;Lance Fixo;30;10500.00;2
109;2023-05-15;Lance Livre;59.19;20716.50;1
109;2023-05-15;Lance Embutido;54.08;18928.00;2
109;2023-05-15;Lance Fixo;30;10500.00;1
109;2023-06-15;Lance Livre;54.36;21879.90;4
109;2023-06-15;Lance Embutido;50.92;20495.30;5
109;2023-06-15;Lance Fixo;30;12075.00;2
109;2023-07-15;Lance Livre;48.59;19557.48;2
109;2023-07-15;Lance Embutido;58;23345.00;2
109;2023-07-15;Lance Fixo;30;12075.00;2
109;2023-08-15;Lance Livre;49.53;19935.83;3
109;2023-08-15;Lance Embutido;52.24;21026.60;4
109;2023-08-15;Lance Fixo;30;12075.00;3
109;2023-09-15;Lance Livre;50.94;20503.35;3
109;2023-09-15;Lance Embutido;56.96;22926.40;2
109;2023-09-15;Lance Fixo;30;12075.00;3
109;2023-10-15;Lance Livre;55.12;22185.80;5
109;2023-10-15;Lance Embutido;53.62;21582.05;5
109;2023-10-15;Lance Fixo;30;12075.00;3
109;2023-11-15;Lance Livre;49.67;19992.18;3
109;2023-11-15;Lance Embutido;52.61;21175.53;2
109;2023-11-15;Lance Fixo;30;12075.00;2
109;2023-12-15;Lance Livre;50.33;20257.82;3
109;2023-12-15;Lance Embutido;58.81;23671.03;3
109;2023-12-15;Lance Fixo;30;12075.00;2
109;2024-01-15;Lance Livre;58.87;23695.17;5
109;2024-01-15;Lance Embutido;57.02;22950.55;5
109;2024-01-15;Lance Fixo;30;12075.00;1
109;2024-02-15;Lance Livre;53.08;21364.70;4
109;2024-02-15;Lance Embutido;56.99;22938.48;4
109;2024-02-15;Lance Fixo;30;12075.00;3
109;2024-03-15;Lance Livre;54.35;21875.88;2
109;2024-03-15;Lance Embutido;59.66;24013.15;2
109;2024-03-15;Lance Fixo;30;12075.00;1
109;2024-04-15;Lance Livre;58.68;23618.70;4
109;2024-04-15;Lance Embutido;49.88;20076.70;4
109;2024-04-15;Lance Fixo;30;12075.00;1
109;2024-05-15;Lance Livre;53.67;21602.18;4
109;2024-05-15;Lance Embutido;58.52;23554.30;2
109;2024-05-15;Lance Fixo;30;12075.00;1
109;2024-06-15;Lance Livre;58.71;27175.39;5
109;2024-06-15;Lance Embutido;53.18;24615.69;4
109;2024-06-15;Lance Fixo;30;13886.25;2
109;2024-07-15;Lance Livre;48.44;22421.66;3
109;2024-07-15;Lance Embutido;54.67;25305.38;2
109;2024-07-15;Lance Fixo;30;13886.25;1
109;2024-08-15;Lance Livre;49.6;22958.60;3
109;2024-08-15;Lance Embutido;52.75;24416.66;2
109;2024-08-15;Lance Fixo;30;13886.25;2
109;2024-09-15;Lance Livre;59.22;27411.46;4
109;2024-09-15;Lance Embutido;48.78;22579.04;3
109;2024-09-15;Lance Fixo;30;13886.25;1
109;2024-10-15;Lance Livre;59.33;27462.37;2
109;2024-10-15;Lance Embutido;56.89;26332.96;4
109;2024-10-15;Lance Fixo;30;13886.25;2
109;2024-11-15;Lance Livre;48.02;22227.26;5
109;2024-11-15;Lance Embutido;50.68;23458.50;4
109;2024-11-15;Lance Fixo;30;13886.25;3
109;2024-12-15;Lance Livre;51.61;23888.98;5
109;2024-12-15;Lance Embutido;57.79;26749.55;5
109;2024-12-15;Lance Fixo;30;13886.25;3
109;2025-01-15;Lance Livre;57.52;26624.57;3
109;2025-01-15;Lance Embutido;49;22680.87;3
109;2025-01-15;Lance Fixo;30;13886.25;3
109;2025-02-15;Lance Livre;55.12;25513.67;3
109;2025-02-15;Lance Embutido;51.98;24060.24;2
109;2025-02-15;Lance Fixo;30;13886.25;2
